data_iniSE;SE;casos_est;casos_est_min;casos_est_max;casos;p_rt1;p_inc100k;Localidade_id;nivel;id;versao_modelo;tweet;Rt;pop;tempmin;umidmax;receptivo;transmissao;nivel_inc;umidmed;umidmin;tempmed;tempmax;casprov;casprov_est;casprov_est_min;casprov_est_max;casconf;notif_accum_year;Nome_Município;codigo_municipio_completo
2023-02-19;202308;0.0;0;0;0;0.0;0.0;0;1;330120720230819416;2023-02-28;0.0;0.0;19030.0;25.0;94.330625;0;0;0;85.79348;76.808757;26.9305553333333;29.3333333333333;;;;;;175;Carmo;3301207
2023-02-12;202307;0.0;0;0;0;0.0;0.0;0;1;330120720230719416;2023-02-28;0.0;0.0;19030.0;26.4444444444444;87.3270141111111;0;0;0;85.2150356666667;83.3774767222222;26.7500001111111;27.1111111111111;;;;;;175;Carmo;3301207
2023-02-05;202306;1.0;1;1;1;0.78460824;5.254861;0;1;330120720230619416;2023-02-28;0.0;3.0;19030.0;24.4285714285714;94.5407192857143;1;0;0;94.5407192857143;94.5407192857143;24.4285714285714;24.4285714285714;;;;;;175;Carmo;3301207
2023-01-29;202305;0.0;0;0;0;0.0;0.0;0;1;330120720230519416;2023-02-28;0.0;0.0;19030.0;26.0;87.6955654285714;0;0;0;82.3432647142857;72.7214431428571;27.029762;29.1428571428571;;;;;;175;Carmo;3301207
2023-01-22;202304;0.0;0;0;0;0.0;0.0;0;1;330120720230419416;2023-02-28;0.0;0.0;19030.0;23.8571428571429;97.5814921428571;0;0;0;97.5784985714286;97.5755042857143;23.9285714285714;24.0;;;;;;175;Carmo;3301207
2023-01-15;202303;1.0;1;1;1;0.7557895;5.254861;0;1;330120720230319416;2023-02-28;0.0;2.0;19030.0;25.2857142857143;88.281328;1;0;0;85.5446265714286;82.4048822857143;25.8928571428571;26.8571428571429;;;;;;175;Carmo;3301207
2023-01-08;202302;1.0;1;1;1;0.6887566;5.254861;0;1;330120720230219416;2023-02-28;0.0;2.0;19030.0;23.7142857142857;95.3203288571429;1;0;0;86.2951067142857;69.1701855714286;26.2738094285714;30.2857142857143;;;;;;175;Carmo;3301207
2023-01-01;202301;0.0;0;0;0;0.0;0.0;0;1;330120720230119416;2023-02-28;0.0;0.0;19030.0;22.5714285714286;97.49221;0;0;0;85.320954;62.6841838571429;25.9345237142857;31.4285714285714;;;;;;175;Carmo;3301207
2022-12-25;202252;0.0;0;0;0;0.0;0.0;0;1;330120720225219416;2023-02-28;0.0;0.0;19030.0;22.6666666666667;100.0;0;0;0;92.3580966666667;79.5848153333333;24.6343433333333;28.0;;;;;;175;Carmo;3301207
2022-12-18;202251;2.0;2;2;2;0.9661878;10.509722;0;1;330120720225119416;2023-02-28;0.0;12.0;19030.0;23.0;100.0;1;0;0;89.69903;81.572785;24.450321;27.0;;;;;;175;Carmo;3301207
2022-12-11;202250;0.0;0;0;0;0.0;0.0;0;1;330120720225019416;2023-02-28;0.0;0.0;19030.0;21.6666666666667;99.0247733333333;0;0;0;84.6200418333333;60.307831;25.3888886666667;31.1666666666667;;;;;;175;Carmo;3301207
2022-12-04;202249;0.0;0;0;0;0.0;0.0;0;1;330120720224919416;2023-02-28;0.0;0.0;19030.0;22.4285714285714;98.3220657142857;0;0;0;86.9017115714286;66.744664;25.2976194285714;29.5714285714286;;;;;;175;Carmo;3301207
2022-11-27;202248;0.0;0;0;0;0.0;0.0;0;1;330120720224819416;2023-02-28;0.0;0.0;19030.0;22.1428571428571;100.0;0;0;0;95.0602;81.1450958571428;23.9942982857143;26.7142857142857;;;;;;175;Carmo;3301207
2022-11-20;202247;1.0;1;1;1;0.9603134;5.254861;0;1;330120720224719416;2023-02-28;0.0;17.0;19030.0;21.0;100.0;0;0;0;87.6853235714286;69.3207792857143;24.049603;27.8571428571429;;;;;;175;Carmo;3301207
2022-11-13;202246;0.0;0;0;0;0.0;0.0;0;1;330120720224619416;2023-02-28;0.0;0.0;19030.0;20.8571428571429;98.34806;0;0;0;83.1465244285714;60.9209088571429;24.7862551428571;30.1428571428571;;;;;;175;Carmo;3301207
2022-11-06;202245;0.0;0;0;0;0.0;0.0;0;1;330120720224519416;2023-02-28;0.0;0.0;19030.0;19.2857142857143;100.0;0;0;0;89.2692212857143;67.073779;22.4289877142857;26.8571428571429;;;;;;175;Carmo;3301207
2022-10-30;202244;0.0;0;0;0;0.0;0.0;0;1;330120720224419416;2023-02-28;0.0;0.0;19030.0;19.5714285714286;99.1701442857143;0;0;0;84.0726975714286;57.3218697142857;23.0773811428571;28.4285714285714;;;;;;175;Carmo;3301207
2022-10-23;202243;0.0;0;0;0;0.0;0.0;0;1;330120720224319416;2023-02-28;0.0;0.0;19030.0;21.2857142857143;100.0;0;0;0;86.7038564285714;66.8400338571429;24.3369045714286;28.8571428571429;;;;;;175;Carmo;3301207
2022-10-16;202242;1.0;1;1;1;0.9632679;5.254861;0;1;330120720224219416;2023-02-28;0.0;19.0;19030.0;21.4285714285714;97.5354271428571;0;0;0;79.5024465714286;47.715315;25.6321272857143;33.4285714285714;;;;;;175;Carmo;3301207
2022-10-09;202241;0.0;0;0;0;0.0;0.0;0;1;330120720224119416;2023-02-28;0.0;0.0;19030.0;22.0;97.4799714285714;0;0;0;81.5463521428571;57.8603215714286;25.7321428571429;31.1428571428571;;;;;;175;Carmo;3301207
2022-10-02;202240;0.0;0;0;0;0.0;0.0;0;1;330120720224019416;2023-02-28;0.0;0.0;19030.0;20.0;99.1701442857143;0;0;0;89.1471314285714;73.142432;22.6661257142857;26.0;;;;;;175;Carmo;3301207
2022-09-25;202239;0.0;0;0;0;0.0;0.0;0;1;330120720223919416;2023-02-28;0.0;0.0;19030.0;19.4285714285714;99.1392157142857;0;0;0;87.8172137142857;70.262703;21.5050367142857;24.8571428571429;;;;;;175;Carmo;3301207
2022-09-18;202238;0.0;0;0;0;0.0;0.0;0;1;330120720223819416;2023-02-28;0.0;0.0;19030.0;17.1428571428571;96.8022114285714;0;0;0;85.0404915714286;65.907572;20.1189397142857;24.5714285714286;;;;;;175;Carmo;3301207
2022-09-11;202237;0.0;0;0;0;0.0;0.0;0;1;330120720223719416;2023-02-28;0.0;0.0;19030.0;18.1428571428571;99.1455371428571;0;0;0;92.4227857142857;78.974937;19.7222218571429;22.0;;;;;;175;Carmo;3301207
2022-09-04;202236;0.0;0;0;0;0.0;0.0;0;1;330120720223619416;2023-02-28;0.0;0.0;19030.0;17.4285714285714;94.7577485714286;0;0;0;73.4286821428571;43.1573478571429;22.2678574285714;29.0;;;;;;175;Carmo;3301207
2022-08-28;202235;0.0;0;0;0;0.0;0.0;0;1;330120720223519416;2023-02-28;0.0;0.0;19030.0;15.4285714285714;96.7489394285714;0;0;0;84.5390942857143;64.9379694285714;18.949134;23.7142857142857;;;;;;175;Carmo;3301207
2022-08-21;202234;0.0;0;0;0;0.0;0.0;0;1;330120720223419416;2023-02-28;0.0;0.0;19030.0;17.1428571428571;100.0;0;0;0;85.2126915714286;63.277012;20.6275945714286;25.2857142857143;;;;;;175;Carmo;3301207
2022-08-14;202233;0.0;0;0;0;0.0;0.0;0;1;330120720223319416;2023-02-28;0.0;0.0;19030.0;16.8571428571429;96.57206;0;0;0;78.5185705714286;49.3893664285714;20.8171242857143;27.2857142857143;;;;;;175;Carmo;3301207
2022-08-07;202232;0.0;0;0;0;0.0;0.0;0;1;330120720223219416;2023-02-28;0.0;0.0;19030.0;17.1428571428571;99.11983;0;0;0;81.6597334285714;54.1073484285714;21.5807821428571;27.1428571428571;;;;;;175;Carmo;3301207
2022-07-31;202231;0.0;0;0;0;0.0;0.0;0;1;330120720223119416;2023-02-28;0.0;0.0;19030.0;17.0;97.43029;0;0;0;88.890482;74.3815604285714;19.9813491428571;23.2857142857143;;;;;;175;Carmo;3301207
2022-07-24;202230;0.0;0;0;0;0.0;0.0;0;1;330120720223019416;2023-02-28;0.0;0.0;19030.0;16.5714285714286;98.3242914285714;0;0;0;82.9884122857143;52.9683831428571;21.6186274285714;28.5714285714286;;;;;;175;Carmo;3301207
2022-07-17;202229;1.0;1;1;1;0.25619277;5.254861;0;1;330120720222919416;2023-02-28;0.0;1.0;19030.0;17.8571428571429;100.0;0;0;0;88.9158521428571;66.0172424285714;21.8194444285714;27.0;;;;;;175;Carmo;3301207
2022-07-10;202228;2.0;2;2;2;0.5029134;10.509722;0;1;330120720222819416;2023-02-28;0.0;1.0;19030.0;18.8571428571429;100.0;0;0;0;84.4069305714286;57.9189341428571;22.7629552857143;28.7142857142857;;;;;;175;Carmo;3301207
2022-07-03;202227;3.0;3;3;3;0.53785044;15.764583;0;1;330120720222719416;2023-02-28;0.0;1.0;19030.0;16.1428571428571;100.0;0;0;0;79.9640637142857;45.7271014285714;22.106602;29.5714285714286;;;;;;175;Carmo;3301207
