Regiao;UF;NomMunicipio;NomBairro;NomRevenda;NomEnderecoCompleto;DscProduto;202201;202202;202203;202204;202205;202206;202207
NE;CE;JUAZEIRO DO NORTE;CENTRO;MG DERIVADOS DE PETROLEO LTDA;RUA JOAQUIM ROMAO BATISTA, NR: 15, COMPLEMENTO: NI - BAIRRO: CENTRO;ETANOL;0.0;0.0;0.0;0.0;0.0;5.85;0.0
NE;CE;JUAZEIRO DO NORTE;CENTRO;MG DERIVADOS DE PETROLEO LTDA;RUA JOAQUIM ROMAO BATISTA, NR: 15, COMPLEMENTO: NI - BAIRRO: CENTRO;GASOLINA;6.69;0.0;0.0;0.0;7.22;7.59;0.0
NE;CE;JUAZEIRO DO NORTE;CENTRO;MG DERIVADOS DE PETROLEO LTDA;RUA JOAQUIM ROMAO BATISTA, NR: 15, COMPLEMENTO: NI - BAIRRO: CENTRO;GASOLINA ADITIVADA;6.79;0.0;0.0;0.0;7.39;7.69;0.0
NE;CE;JUAZEIRO DO NORTE;FRANCISCANOS;J.C COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA;AVENIDA CARLOS CRUZ, NR: 1402, COMPLEMENTO: NI - BAIRRO: FRANCISCANOS;DIESEL;0.0;0.0;0.0;0.0;0.0;0.0;7.8
NE;CE;JUAZEIRO DO NORTE;FRANCISCANOS;J.C COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA;AVENIDA CARLOS CRUZ, NR: 1402, COMPLEMENTO: NI - BAIRRO: FRANCISCANOS;DIESEL S10;0.0;0.0;6.75;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;FRANCISCANOS;J.C COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA;AVENIDA CARLOS CRUZ, NR: 1402, COMPLEMENTO: NI - BAIRRO: FRANCISCANOS;GASOLINA;0.0;0.0;7.37;0.0;0.0;0.0;6.99
NE;CE;JUAZEIRO DO NORTE;FRANCISCANOS;J.C COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA;AVENIDA CARLOS CRUZ, NR: 1402, COMPLEMENTO: NI - BAIRRO: FRANCISCANOS;GASOLINA ADITIVADA;0.0;0.0;7.57;0.0;0.0;0.0;7.55
NE;CE;JUAZEIRO DO NORTE;FRANCISCANOS;L G COMERCIO DE PETROLEO LTDA.;RUA SAO BENEDITO, NR: 1394, COMPLEMENTO: NI - BAIRRO: FRANCISCANOS;DIESEL S10;0.0;0.0;0.0;0.0;0.0;7.8;0.0
NE;CE;JUAZEIRO DO NORTE;FRANCISCANOS;L G COMERCIO DE PETROLEO LTDA.;RUA SAO BENEDITO, NR: 1394, COMPLEMENTO: NI - BAIRRO: FRANCISCANOS;ETANOL;0.0;0.0;0.0;0.0;0.0;6.19;0.0
NE;CE;JUAZEIRO DO NORTE;FRANCISCANOS;L G COMERCIO DE PETROLEO LTDA.;RUA SAO BENEDITO, NR: 1394, COMPLEMENTO: NI - BAIRRO: FRANCISCANOS;GASOLINA;0.0;0.0;0.0;0.0;0.0;7.65;0.0
