Regiao;UF;NomMunicipio;NomBairro;NomRevenda;NomEnderecoCompleto;DscProduto;202201;202202;202203;202204;202205;202206;202207
SE;RJ;SAO GONCALO;COELHO;RODRIGUES - POSTO E SERVICOS LTDA;RUA CAP. JUVENAL FIGUEIREDO, NR: SN, COMPLEMENTO: NI - BAIRRO: COELHO;ETANOL;6.899;6.899;6.498;6.999;7.49;6.989999999999999;5.99
SE;RJ;SAO GONCALO;COELHO;RODRIGUES - POSTO E SERVICOS LTDA;RUA CAP. JUVENAL FIGUEIREDO, NR: SN, COMPLEMENTO: NI - BAIRRO: COELHO;GASOLINA;7.599;7.599;7.7989999999999995;8.099;8.19;8.123333333333333;6.140000000000001
SE;RJ;SAO GONCALO;COELHO;RODRIGUES - POSTO E SERVICOS LTDA;RUA CAP. JUVENAL FIGUEIREDO, NR: SN, COMPLEMENTO: NI - BAIRRO: COELHO;GASOLINA ADITIVADA;7.799;7.799;7.999;8.248999999999999;8.39;8.256666666666668;6.49
SE;RJ;SAO GONCALO;COLUBANDE;POSTO COLUBANDE LTDA;RUA CAP JUVENAL FIGUEIREDO, NR: 1 A 3, COMPLEMENTO: LOTES - BAIRRO: COLUBANDE;DIESEL;5.0489999999999995;5.249;5.932333333333333;6.1975;6.39;6.725999999999999;6.89
SE;RJ;SAO GONCALO;COLUBANDE;POSTO COLUBANDE LTDA;RUA CAP JUVENAL FIGUEIREDO, NR: 1 A 3, COMPLEMENTO: LOTES - BAIRRO: COLUBANDE;DIESEL S10;5.099;5.349;6.032333333333334;6.2975;6.49;6.823333333333333;6.99
SE;RJ;SAO GONCALO;COLUBANDE;POSTO COLUBANDE LTDA;RUA CAP JUVENAL FIGUEIREDO, NR: 1 A 3, COMPLEMENTO: LOTES - BAIRRO: COLUBANDE;ETANOL;5.599;5.349;5.131333333333333;5.7989999999999995;5.89;5.489999999999999;4.640000000000001
SE;RJ;SAO GONCALO;COLUBANDE;POSTO COLUBANDE LTDA;RUA CAP JUVENAL FIGUEIREDO, NR: 1 A 3, COMPLEMENTO: LOTES - BAIRRO: COLUBANDE;GASOLINA;6.899;6.799;7.165666666666667;7.499;7.49;7.456666666666667;5.74
SE;RJ;SAO GONCALO;COLUBANDE;POSTO COLUBANDE LTDA;RUA CAP JUVENAL FIGUEIREDO, NR: 1 A 3, COMPLEMENTO: LOTES - BAIRRO: COLUBANDE;GASOLINA ADITIVADA;6.899;6.799;7.165666666666667;7.499;7.49;7.456666666666667;5.74
SE;RJ;SAO GONCALO;ESTRELA DO NORTE;AUTO POSTO MONTEIROS DE SAO GONCALO LTDA;RUA DOUTOR NILO PECANHA, NR: 678, COMPLEMENTO: NI - BAIRRO: ESTRELA DO NORTE;DIESEL S10;5.599;5.699;5.699;0.0;6.4945;6.49;6.99
SE;RJ;SAO GONCALO;ESTRELA DO NORTE;AUTO POSTO MONTEIROS DE SAO GONCALO LTDA;RUA DOUTOR NILO PECANHA, NR: 678, COMPLEMENTO: NI - BAIRRO: ESTRELA DO NORTE;ETANOL;6.999;6.7989999999999995;6.7989999999999995;6.149;5.9945;5.715;4.865
SE;RJ;SAO GONCALO;ESTRELA DO NORTE;AUTO POSTO MONTEIROS DE SAO GONCALO LTDA;RUA DOUTOR NILO PECANHA, NR: 678, COMPLEMENTO: NI - BAIRRO: ESTRELA DO NORTE;GASOLINA;7.3975;7.149;7.4990000000000006;7.449;7.4945;7.34;6.115
SE;RJ;SAO GONCALO;ESTRELA DO NORTE;AUTO POSTO MONTEIROS DE SAO GONCALO LTDA;RUA DOUTOR NILO PECANHA, NR: 678, COMPLEMENTO: NI - BAIRRO: ESTRELA DO NORTE;GNV;4.199;4.399;4.599;4.433999999999999;4.7295;5.04;4.75
SE;RJ;SAO GONCALO;GRADIM;EXCLUSIVO POSTO E SERVICOS LTDA;RUA CRUZEIRO DO SUL, NR: 901, COMPLEMENTO: MARGINAL DIREITA DA       RODOVIA BR 101 - BAIRRO: GRADIM;DIESEL;5.3975;5.479;5.999;6.496;6.7945;6.84;7.29
SE;RJ;SAO GONCALO;GRADIM;EXCLUSIVO POSTO E SERVICOS LTDA;RUA CRUZEIRO DO SUL, NR: 901, COMPLEMENTO: MARGINAL DIREITA DA       RODOVIA BR 101 - BAIRRO: GRADIM;DIESEL S10;5.4975000000000005;5.579;6.099;6.549;6.874499999999999;6.99;7.49
SE;RJ;SAO GONCALO;GRADIM;EXCLUSIVO POSTO E SERVICOS LTDA;RUA CRUZEIRO DO SUL, NR: 901, COMPLEMENTO: MARGINAL DIREITA DA       RODOVIA BR 101 - BAIRRO: GRADIM;ETANOL;6.1975;5.949;5.849;6.124;6.6945;5.99;5.04
SE;RJ;SAO GONCALO;GRADIM;EXCLUSIVO POSTO E SERVICOS LTDA;RUA CRUZEIRO DO SUL, NR: 901, COMPLEMENTO: MARGINAL DIREITA DA       RODOVIA BR 101 - BAIRRO: GRADIM;GASOLINA;7.199;7.0489999999999995;7.2989999999999995;7.6975;7.8445;7.640000000000001;6.4399999999999995
SE;RJ;SAO GONCALO;GRADIM;EXCLUSIVO POSTO E SERVICOS LTDA;RUA CRUZEIRO DO SUL, NR: 901, COMPLEMENTO: MARGINAL DIREITA DA       RODOVIA BR 101 - BAIRRO: GRADIM;GASOLINA ADITIVADA;7.2975;7.149;7.449;7.7975;7.9445;7.84;6.59
