NomPais;NomSerie;NumTemporada;DataPartida;HorarioPartida;NomTimeMandante;NomTimeVisitante;NumPlacarMandante;NumPlacarVisitante;DscResultado
Brazil;Serie A;2014;2014-11-29;21:30;Criciuma;Sport Recife;2;2;D
Brazil;Serie A;2014;2014-11-29;21:30;Internacional;Palmeiras;3;1;H
Brazil;Serie A;2014;2014-11-29;23:00;Flamengo RJ;Vitoria;4;0;H
Brazil;Serie A;2014;2014-11-30;19:00;Chapecoense-SC;Cruzeiro;1;1;D
Brazil;Serie A;2014;2014-11-30;19:00;Fluminense;Corinthians;5;2;H
Brazil;Serie A;2014;2014-11-30;19:00;Santos;Botafogo RJ;2;0;H
Brazil;Serie A;2014;2014-11-30;19:00;Sao Paulo;Figueirense;1;1;D
Brazil;Serie A;2014;2014-11-30;21:30;Atletico-MG;Coritiba;1;2;A
Brazil;Serie A;2014;2014-11-30;21:30;Atletico-PR;Goias;1;0;H
Brazil;Serie A;2014;2014-11-30;21:30;Bahia;Gremio;1;0;H
Brazil;Serie A;2014;2014-06-12;18:30;Corinthians;Criciuma;2;1;H
Brazil;Serie A;2014;2014-06-12;18:30;Figueirense;Internacional;1;2;A
Brazil;Serie A;2014;2014-07-12;19:00;Botafogo RJ;Atletico-MG;0;0;D
Brazil;Serie A;2014;2014-07-12;19:00;Coritiba;Bahia;3;2;H
Brazil;Serie A;2014;2014-07-12;19:00;Cruzeiro;Fluminense;2;1;H
Brazil;Serie A;2014;2014-07-12;19:00;Goias;Chapecoense-SC;4;2;H
Brazil;Serie A;2014;2014-07-12;19:00;Gremio;Flamengo RJ;1;1;D
Brazil;Serie A;2014;2014-07-12;19:00;Palmeiras;Atletico-PR;1;1;D
Brazil;Serie A;2014;2014-07-12;19:00;Sport Recife;Sao Paulo;1;0;H
Brazil;Serie A;2014;2014-07-12;19:00;Vitoria;Santos;0;1;A
Brazil;Serie A;2015;2015-09-05;22:30;Chapecoense-SC;Coritiba;2;1;H
Brazil;Serie A;2015;2015-09-05;22:30;Palmeiras;Atletico-MG;2;2;D
Brazil;Serie A;2015;2015-10-05;01:00;Fluminense;Joinville;1;0;H
Brazil;Serie A;2015;2015-10-05;15:00;Gremio;Ponte Preta;3;3;D
Brazil;Serie A;2015;2015-10-05;20:00;Atletico-PR;Internacional;3;0;H
Brazil;Serie A;2015;2015-10-05;20:00;Cruzeiro;Corinthians;0;1;A
Brazil;Serie A;2015;2015-10-05;20:00;Sao Paulo;Flamengo RJ;2;1;H
Brazil;Serie A;2015;2015-10-05;20:00;Sport Recife;Figueirense;4;1;H
Brazil;Serie A;2015;2015-10-05;22:30;Avai;Santos;1;1;D
Brazil;Serie A;2015;2015-10-05;22:30;Vasco;Goias;0;0;D
Brazil;Serie A;2015;2015-05-16;22:30;Coritiba;Gremio;2;0;H
Brazil;Serie A;2015;2015-05-16;22:30;Goias;Atletico-PR;2;0;H
Brazil;Serie A;2015;2015-05-17;01:00;Corinthians;Chapecoense-SC;1;0;H
Brazil;Serie A;2015;2015-05-17;15:00;Figueirense;Vasco;0;0;D
Brazil;Serie A;2015;2015-05-17;20:00;Atletico-MG;Fluminense;4;1;H
Brazil;Serie A;2015;2015-05-17;20:00;Flamengo RJ;Sport Recife;2;2;D
Brazil;Serie A;2015;2015-05-17;20:00;Santos;Cruzeiro;1;0;H
Brazil;Serie A;2015;2015-05-17;22:30;Internacional;Avai;1;0;H
Brazil;Serie A;2015;2015-05-17;22:30;Joinville;Palmeiras;0;0;D
Brazil;Serie A;2015;2015-05-17;22:30;Ponte Preta;Sao Paulo;1;0;H
Brazil;Serie A;2015;2015-05-23;22:30;Sao Paulo;Joinville;3;0;H
Brazil;Serie A;2015;2015-05-23;22:30;Vasco;Internacional;1;1;D
Brazil;Serie A;2015;2015-05-24;01:00;Gremio;Figueirense;1;0;H
Brazil;Serie A;2015;2015-05-24;15:00;Palmeiras;Goias;0;1;A
Brazil;Serie A;2015;2015-05-24;20:00;Atletico-PR;Atletico-MG;1;0;H
Brazil;Serie A;2015;2015-05-24;20:00;Avai;Flamengo RJ;2;1;H
Brazil;Serie A;2015;2015-05-24;20:00;Chapecoense-SC;Santos;1;0;H
Brazil;Serie A;2015;2015-05-24;20:00;Fluminense;Corinthians;0;0;D
Brazil;Serie A;2015;2015-05-24;22:30;Cruzeiro;Ponte Preta;1;1;D
Brazil;Serie A;2015;2015-05-24;22:30;Sport Recife;Coritiba;1;0;H
Brazil;Serie A;2015;2015-05-30;22:30;Coritiba;Avai;1;2;A
Brazil;Serie A;2015;2015-05-30;22:30;Ponte Preta;Chapecoense-SC;3;1;H
Brazil;Serie A;2015;2015-05-31;01:00;Joinville;Atletico-PR;1;2;A
Brazil;Serie A;2015;2015-05-31;15:00;Santos;Sport Recife;2;2;D
Brazil;Serie A;2015;2015-05-31;20:00;Atletico-MG;Vasco;3;0;H
Brazil;Serie A;2015;2015-05-31;20:00;Corinthians;Palmeiras;0;2;A
Brazil;Serie A;2015;2015-05-31;20:00;Goias;Gremio;1;1;D
Brazil;Serie A;2015;2015-05-31;20:00;Internacional;Sao Paulo;0;0;D
Brazil;Serie A;2015;2015-05-31;22:30;Figueirense;Cruzeiro;2;1;H
Brazil;Serie A;2015;2015-05-31;22:30;Flamengo RJ;Fluminense;2;3;A
Brazil;Serie A;2015;2015-03-06;23:30;Atletico-PR;Figueirense;1;0;H
Brazil;Serie A;2015;2015-03-06;23:30;Chapecoense-SC;Joinville;2;0;H
Brazil;Serie A;2015;2015-03-06;23:30;Vasco;Ponte Preta;0;3;A
Brazil;Serie A;2015;2015-04-06;01:00;Sao Paulo;Santos;3;2;H
Brazil;Serie A;2015;2015-04-06;02:00;Avai;Atletico-MG;1;4;A
Brazil;Serie A;2015;2015-04-06;02:00;Cruzeiro;Flamengo RJ;1;0;H
Brazil;Serie A;2015;2015-04-06;02:00;Gremio;Corinthians;3;1;H
Brazil;Serie A;2015;2015-04-06;20:00;Fluminense;Coritiba;2;0;H
Brazil;Serie A;2015;2015-05-06;01:00;Palmeiras;Internacional;1;1;D
Brazil;Serie A;2015;2015-05-06;01:00;Sport Recife;Goias;1;0;H
Brazil;Serie A;2015;2015-06-06;22:30;Atletico-MG;Cruzeiro;1;3;A
Brazil;Serie A;2015;2015-06-06;22:30;Flamengo RJ;Chapecoense-SC;1;0;H
Brazil;Serie A;2015;2015-06-06;22:30;Santos;Ponte Preta;2;2;D
Brazil;Serie A;2015;2015-07-06;02:00;Atletico-PR;Vasco;2;0;H
Brazil;Serie A;2015;2015-07-06;02:00;Joinville;Corinthians;0;1;A
Brazil;Serie A;2015;2015-07-06;02:00;Sao Paulo;Gremio;2;0;H
Brazil;Serie A;2015;2015-07-06;15:00;Internacional;Coritiba;2;0;H
Brazil;Serie A;2015;2015-07-06;23:30;Figueirense;Palmeiras;2;1;H
Brazil;Serie A;2015;2015-07-06;23:30;Fluminense;Sport Recife;0;0;D
Brazil;Serie A;2015;2015-07-06;23:30;Goias;Avai;0;1;A
Brazil;Serie A;2015;2015-10-06;23:30;Atletico-MG;Santos;2;2;D
Brazil;Serie A;2015;2015-06-13;20:30;Chapecoense-SC;Sao Paulo;0;1;A
Brazil;Serie A;2015;2015-06-13;20:30;Corinthians;Internacional;2;1;H
Brazil;Serie A;2015;2015-06-13;20:30;Coritiba;Flamengo RJ;0;1;A
Brazil;Serie A;2015;2015-06-14;01:00;Sport Recife;Joinville;2;1;H
Brazil;Serie A;2015;2015-06-14;01:00;Vasco;Cruzeiro;1;3;A
Brazil;Serie A;2015;2015-06-14;15:00;Ponte Preta;Goias;0;0;D
Brazil;Serie A;2015;2015-06-14;20:00;Avai;Figueirense;1;1;D
Brazil;Serie A;2015;2015-06-14;20:00;Gremio;Atletico-PR;2;1;H
Brazil;Serie A;2015;2015-06-14;20:00;Palmeiras;Fluminense;2;1;H
Brazil;Serie A;2015;2015-06-19;01:00;Figueirense;Internacional;0;0;D
Brazil;Serie A;2015;2015-06-20;20:30;Flamengo RJ;Atletico-MG;0;2;A
Brazil;Serie A;2015;2015-06-20;20:30;Santos;Corinthians;1;0;H
Brazil;Serie A;2015;2015-06-20;20:30;Sport Recife;Vasco;2;1;H
Brazil;Serie A;2015;2015-06-21;01:00;Gremio;Palmeiras;1;0;H
Brazil;Serie A;2015;2015-06-21;15:00;Cruzeiro;Chapecoense-SC;0;1;A
Brazil;Serie A;2015;2015-06-21;20:00;Atletico-PR;Coritiba;2;2;D
Brazil;Serie A;2015;2015-06-21;20:00;Joinville;Goias;2;1;H
Brazil;Serie A;2015;2015-06-21;20:00;Sao Paulo;Avai;1;1;D
Brazil;Serie A;2015;2015-06-24;23:30;Fluminense;Ponte Preta;2;0;H
Brazil;Serie A;2015;2015-06-27;20:00;Avai;Gremio;1;2;A
Brazil;Serie A;2015;2015-06-27;20:00;Chapecoense-SC;Sport Recife;1;1;D
Brazil;Serie A;2015;2015-06-28;01:00;Corinthians;Figueirense;2;1;H
Brazil;Serie A;2015;2015-06-28;15:00;Atletico-MG;Joinville;1;0;H
Brazil;Serie A;2015;2015-06-28;20:00;Coritiba;Cruzeiro;1;0;H
Brazil;Serie A;2015;2015-06-28;20:00;Goias;Fluminense;1;2;A
Brazil;Serie A;2015;2015-06-28;20:00;Palmeiras;Sao Paulo;4;0;H
Brazil;Serie A;2015;2015-06-28;20:00;Ponte Preta;Atletico-PR;2;1;H
Brazil;Serie A;2015;2015-06-28;22:30;Internacional;Santos;1;0;H
Brazil;Serie A;2015;2015-06-28;22:30;Vasco;Flamengo RJ;1;0;H
Brazil;Serie A;2015;2015-01-07;23:30;Sport Recife;Internacional;3;0;H
Brazil;Serie A;2015;2015-01-07;23:30;Vasco;Avai;1;0;H
Brazil;Serie A;2015;2015-02-07;01:00;Atletico-MG;Coritiba;2;0;H
Brazil;Serie A;2015;2015-02-07;01:00;Palmeiras;Chapecoense-SC;2;0;H
Brazil;Serie A;2015;2015-02-07;02:00;Atletico-PR;Sao Paulo;2;1;H
Brazil;Serie A;2015;2015-02-07;02:00;Gremio;Cruzeiro;1;0;H
Brazil;Serie A;2015;2015-02-07;02:00;Joinville;Flamengo RJ;0;1;A
Brazil;Serie A;2015;2015-02-07;23:30;Corinthians;Ponte Preta;2;0;H
Brazil;Serie A;2015;2015-02-07;23:30;Figueirense;Goias;3;1;H
Brazil;Serie A;2015;2015-03-07;01:00;Fluminense;Santos;2;1;H
Brazil;Serie A;2015;2015-04-07;19:00;Coritiba;Joinville;0;0;D
Brazil;Serie A;2015;2015-05-07;01:00;Chapecoense-SC;Vasco;1;0;H
Brazil;Serie A;2015;2015-05-07;01:00;Cruzeiro;Atletico-PR;2;0;H
Brazil;Serie A;2015;2015-05-07;15:00;Avai;Sport Recife;2;2;D
Brazil;Serie A;2015;2015-05-07;20:00;Goias;Corinthians;0;0;D
Brazil;Serie A;2015;2015-05-07;20:00;Santos;Gremio;1;3;A
Brazil;Serie A;2015;2015-05-07;20:00;Sao Paulo;Fluminense;0;0;D
Brazil;Serie A;2015;2015-05-07;22:30;Flamengo RJ;Figueirense;1;2;A
Brazil;Serie A;2015;2015-05-07;22:30;Internacional;Atletico-MG;1;3;A
Brazil;Serie A;2015;2015-05-07;22:30;Ponte Preta;Palmeiras;0;2;A
Brazil;Serie A;2015;2015-08-07;23:30;Chapecoense-SC;Gremio;1;0;H
Brazil;Serie A;2015;2015-08-07;23:30;Coritiba;Ponte Preta;0;0;D
Brazil;Serie A;2015;2015-08-07;23:30;Goias;Santos;4;1;H
Brazil;Serie A;2015;2015-09-07;01:00;Figueirense;Joinville;0;2;A
Brazil;Serie A;2015;2015-09-07;01:00;Palmeiras;Avai;3;0;H
Brazil;Serie A;2015;2015-09-07;02:00;Atletico-MG;Sport Recife;2;1;H
Brazil;Serie A;2015;2015-09-07;02:00;Internacional;Flamengo RJ;1;2;A
Brazil;Serie A;2015;2015-09-07;02:00;Vasco;Sao Paulo;0;4;A
Brazil;Serie A;2015;2015-09-07;23:30;Corinthians;Atletico-PR;2;0;H
Brazil;Serie A;2015;2015-10-07;01:00;Fluminense;Cruzeiro;1;0;H
Brazil;Serie A;2015;2015-11-07;22:30;Gremio;Vasco;2;0;H
Brazil;Serie A;2015;2015-11-07;22:30;Santos;Figueirense;3;0;H
Brazil;Serie A;2015;2015-12-07;01:00;Ponte Preta;Atletico-MG;0;2;A
Brazil;Serie A;2015;2015-12-07;15:00;Sao Paulo;Coritiba;3;1;H
Brazil;Serie A;2015;2015-12-07;20:00;Atletico-PR;Fluminense;1;2;A
Brazil;Serie A;2015;2015-12-07;20:00;Cruzeiro;Goias;1;0;H
Brazil;Serie A;2015;2015-12-07;20:00;Flamengo RJ;Corinthians;0;3;A
Brazil;Serie A;2015;2015-12-07;20:00;Joinville;Internacional;0;2;A
Brazil;Serie A;2015;2015-12-07;22:30;Avai;Chapecoense-SC;2;1;H
Brazil;Serie A;2015;2015-12-07;22:30;Sport Recife;Palmeiras;2;2;D
Brazil;Serie A;2015;2015-07-18;22:30;Flamengo RJ;Gremio;1;0;H
Brazil;Serie A;2015;2015-07-18;22:30;Internacional;Goias;2;1;H
Brazil;Serie A;2015;2015-07-19;01:00;Corinthians;Atletico-MG;1;0;H
Brazil;Serie A;2015;2015-07-19;15:00;Atletico-PR;Chapecoense-SC;1;0;H
Brazil;Serie A;2015;2015-07-19;20:00;Figueirense;Coritiba;0;0;D
Brazil;Serie A;2015;2015-07-19;20:00;Fluminense;Vasco;1;2;A
Brazil;Serie A;2015;2015-07-19;20:00;Palmeiras;Santos;1;0;H
Brazil;Serie A;2015;2015-07-19;20:00;Sport Recife;Sao Paulo;2;0;H
Brazil;Serie A;2015;2015-07-19;22:30;Cruzeiro;Avai;1;1;D
Brazil;Serie A;2015;2015-07-19;22:30;Joinville;Ponte Preta;1;1;D
Brazil;Serie A;2015;2015-07-25;22:30;Avai;Atletico-PR;1;2;A
Brazil;Serie A;2015;2015-07-25;23:30;Gremio;Sport Recife;1;1;D
Brazil;Serie A;2015;2015-07-26;01:00;Atletico-MG;Figueirense;1;0;H
Brazil;Serie A;2015;2015-07-26;15:00;Chapecoense-SC;Fluminense;2;1;H
Brazil;Serie A;2015;2015-07-26;15:00;Santos;Joinville;2;0;H
Brazil;Serie A;2015;2015-07-26;20:00;Coritiba;Corinthians;1;1;D
Brazil;Serie A;2015;2015-07-26;20:00;Goias;Flamengo RJ;0;1;A
Brazil;Serie A;2015;2015-07-26;20:00;Ponte Preta;Internacional;0;0;D
Brazil;Serie A;2015;2015-07-26;20:00;Sao Paulo;Cruzeiro;1;0;H
Brazil;Serie A;2015;2015-07-26;22:30;Vasco;Palmeiras;1;4;A
Brazil;Serie A;2015;2015-07-30;02:00;Atletico-MG;Sao Paulo;3;1;H
Brazil;Serie A;2015;2015-07-30;02:00;Corinthians;Vasco;3;0;H
Brazil;Serie A;2015;2015-01-08;22:30;Fluminense;Gremio;1;0;H
Brazil;Serie A;2015;2015-02-08;15:00;Coritiba;Goias;1;1;D
Brazil;Serie A;2015;2015-02-08;15:00;Palmeiras;Atletico-PR;0;1;A
Brazil;Serie A;2015;2015-02-08;20:00;Figueirense;Ponte Preta;3;1;H
Brazil;Serie A;2015;2015-02-08;20:00;Flamengo RJ;Santos;2;2;D
Brazil;Serie A;2015;2015-02-08;20:00;Internacional;Chapecoense-SC;0;0;D
Brazil;Serie A;2015;2015-02-08;20:00;Joinville;Avai;2;0;H
Brazil;Serie A;2015;2015-02-08;22:30;Sport Recife;Cruzeiro;0;0;D
Brazil;Serie A;2015;2015-08-08;22:30;Avai;Fluminense;1;0;H
Brazil;Serie A;2015;2015-09-08;01:00;Santos;Coritiba;3;0;H
Brazil;Serie A;2015;2015-09-08;15:00;Atletico-PR;Sport Recife;1;1;D
Brazil;Serie A;2015;2015-09-08;15:00;Vasco;Joinville;0;0;D
Brazil;Serie A;2015;2015-09-08;20:00;Cruzeiro;Palmeiras;2;1;H
Brazil;Serie A;2015;2015-09-08;20:00;Goias;Atletico-MG;0;0;D
Brazil;Serie A;2015;2015-09-08;20:00;Ponte Preta;Flamengo RJ;1;0;H
Brazil;Serie A;2015;2015-09-08;20:00;Sao Paulo;Corinthians;1;1;D
Brazil;Serie A;2015;2015-09-08;22:30;Chapecoense-SC;Figueirense;2;2;D
Brazil;Serie A;2015;2015-09-08;22:30;Gremio;Internacional;5;0;H
Brazil;Serie A;2015;2015-12-08;23:30;Coritiba;Palmeiras;2;1;H
Brazil;Serie A;2015;2015-12-08;23:30;Flamengo RJ;Atletico-PR;3;2;H
Brazil;Serie A;2015;2015-08-13;01:00;Goias;Chapecoense-SC;0;0;D
Brazil;Serie A;2015;2015-08-13;01:00;Santos;Vasco;1;0;H
Brazil;Serie A;2015;2015-08-13;02:00;Corinthians;Sport Recife;4;3;H
Brazil;Serie A;2015;2015-08-13;02:00;Figueirense;Sao Paulo;0;2;A
Brazil;Serie A;2015;2015-08-13;02:00;Internacional;Fluminense;1;0;H
Brazil;Serie A;2015;2015-08-13;23:30;Ponte Preta;Avai;2;0;H
Brazil;Serie A;2015;2015-08-14;01:00;Atletico-MG;Gremio;0;2;A
Brazil;Serie A;2015;2015-08-14;01:00;Joinville;Cruzeiro;3;0;H
Brazil;Serie A;2015;2015-08-15;22:30;Atletico-PR;Santos;0;0;D
Brazil;Serie A;2015;2015-08-15;22:30;Vasco;Coritiba;0;1;A
Brazil;Serie A;2015;2015-08-16;01:00;Sao Paulo;Goias;0;3;A
Brazil;Serie A;2015;2015-08-16;15:00;Palmeiras;Flamengo RJ;4;2;H
Brazil;Serie A;2015;2015-08-16;20:00;Avai;Corinthians;1;2;A
Brazil;Serie A;2015;2015-08-16;20:00;Cruzeiro;Internacional;0;0;D
Brazil;Serie A;2015;2015-08-16;20:00;Fluminense;Figueirense;2;1;H
Brazil;Serie A;2015;2015-08-16;20:00;Sport Recife;Ponte Preta;1;1;D
Brazil;Serie A;2015;2015-08-16;22:30;Chapecoense-SC;Atletico-MG;2;1;H
Brazil;Serie A;2015;2015-08-16;22:30;Gremio;Joinville;2;1;H
Brazil;Serie A;2015;2015-08-22;22:30;Goias;Vasco;3;0;H
Brazil;Serie A;2015;2015-08-22;22:30;Santos;Avai;5;2;H
Brazil;Serie A;2015;2015-08-23;01:00;Figueirense;Sport Recife;2;1;H
Brazil;Serie A;2015;2015-08-23;15:00;Coritiba;Chapecoense-SC;1;0;H
Brazil;Serie A;2015;2015-08-23;15:00;Ponte Preta;Gremio;0;0;D
Brazil;Serie A;2015;2015-08-23;20:00;Corinthians;Cruzeiro;3;0;H
Brazil;Serie A;2015;2015-08-23;20:00;Flamengo RJ;Sao Paulo;2;1;H
Brazil;Serie A;2015;2015-08-23;20:00;Internacional;Atletico-PR;2;0;H
Brazil;Serie A;2015;2015-08-23;20:00;Joinville;Fluminense;2;1;H
Brazil;Serie A;2015;2015-08-23;22:30;Atletico-MG;Palmeiras;2;1;H
Brazil;Serie A;2015;2015-08-29;22:30;Vasco;Figueirense;0;1;A
Brazil;Serie A;2015;2015-08-30;01:00;Sao Paulo;Ponte Preta;3;0;H
Brazil;Serie A;2015;2015-08-30;15:00;Avai;Internacional;3;0;H
Brazil;Serie A;2015;2015-08-30;15:00;Gremio;Coritiba;0;0;D
Brazil;Serie A;2015;2015-08-30;20:00;Chapecoense-SC;Corinthians;1;3;A
Brazil;Serie A;2015;2015-08-30;20:00;Fluminense;Atletico-MG;1;2;A
Brazil;Serie A;2015;2015-08-30;20:00;Palmeiras;Joinville;3;2;H
Brazil;Serie A;2015;2015-08-30;20:00;Sport Recife;Flamengo RJ;0;1;A
Brazil;Serie A;2015;2015-08-30;22:30;Atletico-PR;Goias;3;0;H
Brazil;Serie A;2015;2015-08-30;22:30;Cruzeiro;Santos;0;1;A
Brazil;Serie A;2015;2015-02-09;23:30;Internacional;Vasco;6;0;H
Brazil;Serie A;2015;2015-02-09;23:30;Joinville;Sao Paulo;0;0;D
Brazil;Serie A;2015;2015-02-09;23:30;Ponte Preta;Cruzeiro;1;2;A
Brazil;Serie A;2015;2015-03-09;01:00;Atletico-MG;Atletico-PR;0;1;A
Brazil;Serie A;2015;2015-03-09;01:00;Flamengo RJ;Avai;3;0;H
Brazil;Serie A;2015;2015-03-09;02:00;Corinthians;Fluminense;2;0;H
Brazil;Serie A;2015;2015-03-09;02:00;Coritiba;Sport Recife;0;0;D
Brazil;Serie A;2015;2015-03-09;02:00;Goias;Palmeiras;1;0;H
Brazil;Serie A;2015;2015-03-09;23:30;Santos;Chapecoense-SC;3;1;H
Brazil;Serie A;2015;2015-04-09;01:00;Figueirense;Gremio;0;2;A
Brazil;Serie A;2015;2015-05-09;23:30;Sao Paulo;Internacional;2;0;H
Brazil;Serie A;2015;2015-05-09;23:30;Vasco;Atletico-MG;1;2;A
Brazil;Serie A;2015;2015-06-09;01:00;Atletico-PR;Joinville;0;0;D
Brazil;Serie A;2015;2015-06-09;15:00;Chapecoense-SC;Ponte Preta;0;0;D
Brazil;Serie A;2015;2015-06-09;15:00;Cruzeiro;Figueirense;5;1;H
Brazil;Serie A;2015;2015-06-09;20:00;Avai;Coritiba;0;2;A
Brazil;Serie A;2015;2015-06-09;20:00;Fluminense;Flamengo RJ;1;3;A
Brazil;Serie A;2015;2015-06-09;20:00;Gremio;Goias;2;1;H
Brazil;Serie A;2015;2015-06-09;20:00;Palmeiras;Corinthians;3;3;D
Brazil;Serie A;2015;2015-06-09;22:30;Sport Recife;Santos;1;1;D
Brazil;Serie A;2015;2015-09-09;23:30;Atletico-MG;Avai;2;0;H
Brazil;Serie A;2015;2015-09-09;23:30;Internacional;Palmeiras;1;0;H
Brazil;Serie A;2015;2015-09-09;23:30;Ponte Preta;Vasco;0;1;A
Brazil;Serie A;2015;2015-10-09;01:00;Figueirense;Atletico-PR;1;1;D
Brazil;Serie A;2015;2015-10-09;02:00;Corinthians;Gremio;1;1;D
Brazil;Serie A;2015;2015-10-09;02:00;Coritiba;Fluminense;1;1;D
Brazil;Serie A;2015;2015-10-09;02:00;Santos;Sao Paulo;3;0;H
Brazil;Serie A;2015;2015-10-09;23:30;Goias;Sport Recife;1;0;H
Brazil;Serie A;2015;2015-11-09;01:00;Flamengo RJ;Cruzeiro;2;0;H
Brazil;Serie A;2015;2015-11-09;01:00;Joinville;Chapecoense-SC;0;0;D
Brazil;Serie A;2015;2015-12-09;22:30;Coritiba;Internacional;0;1;A
Brazil;Serie A;2015;2015-09-13;01:00;Palmeiras;Figueirense;2;0;H
Brazil;Serie A;2015;2015-09-13;15:00;Corinthians;Joinville;3;0;H
Brazil;Serie A;2015;2015-09-13;15:00;Ponte Preta;Santos;3;1;H
Brazil;Serie A;2015;2015-09-13;20:00;Chapecoense-SC;Flamengo RJ;1;3;A
Brazil;Serie A;2015;2015-09-13;20:00;Cruzeiro;Atletico-MG;1;1;D
Brazil;Serie A;2015;2015-09-13;20:00;Gremio;Sao Paulo;1;2;A
Brazil;Serie A;2015;2015-09-13;20:00;Vasco;Atletico-PR;2;0;H
Brazil;Serie A;2015;2015-09-13;22:30;Avai;Goias;2;1;H
Brazil;Serie A;2015;2015-09-13;22:30;Sport Recife;Fluminense;1;0;H
Brazil;Serie A;2015;2015-09-16;23:30;Fluminense;Palmeiras;1;4;A
Brazil;Serie A;2015;2015-09-16;23:30;Goias;Ponte Preta;1;2;A
Brazil;Serie A;2015;2015-09-16;23:30;Joinville;Sport Recife;1;1;D
Brazil;Serie A;2015;2015-09-17;01:00;Atletico-PR;Gremio;1;2;A
Brazil;Serie A;2015;2015-09-17;01:00;Figueirense;Avai;0;1;A
Brazil;Serie A;2015;2015-09-17;02:00;Cruzeiro;Vasco;2;2;D
Brazil;Serie A;2015;2015-09-17;02:00;Internacional;Corinthians;2;1;H
Brazil;Serie A;2015;2015-09-17;02:00;Santos;Atletico-MG;4;0;H
Brazil;Serie A;2015;2015-09-17;23:30;Sao Paulo;Chapecoense-SC;0;0;D
Brazil;Serie A;2015;2015-09-18;01:00;Flamengo RJ;Coritiba;0;2;A
Brazil;Serie A;2015;2015-09-19;22:30;Internacional;Figueirense;1;1;D
Brazil;Serie A;2015;2015-09-19;22:30;Palmeiras;Gremio;3;2;H
Brazil;Serie A;2015;2015-09-20;01:00;Ponte Preta;Fluminense;3;1;H
Brazil;Serie A;2015;2015-09-20;15:00;Corinthians;Santos;2;0;H
Brazil;Serie A;2015;2015-09-20;15:00;Goias;Joinville;3;0;H
Brazil;Serie A;2015;2015-09-20;20:00;Atletico-MG;Flamengo RJ;4;1;H
Brazil;Serie A;2015;2015-09-20;20:00;Avai;Sao Paulo;2;1;H
Brazil;Serie A;2015;2015-09-20;20:00;Vasco;Sport Recife;2;1;H
Brazil;Serie A;2015;2015-09-20;22:30;Chapecoense-SC;Cruzeiro;0;2;A
Brazil;Serie A;2015;2015-09-20;22:30;Coritiba;Atletico-PR;2;0;H
Brazil;Serie A;2015;2015-09-26;22:30;Fluminense;Goias;2;0;H
Brazil;Serie A;2015;2015-09-27;01:00;Gremio;Avai;3;1;H
Brazil;Serie A;2015;2015-09-27;15:00;Atletico-PR;Ponte Preta;1;2;A
Brazil;Serie A;2015;2015-09-27;15:00;Santos;Internacional;3;1;H
Brazil;Serie A;2015;2015-09-27;20:00;Figueirense;Corinthians;1;3;A
Brazil;Serie A;2015;2015-09-27;20:00;Flamengo RJ;Vasco;1;2;A
Brazil;Serie A;2015;2015-09-27;20:00;Joinville;Atletico-MG;2;2;D
Brazil;Serie A;2015;2015-09-27;20:00;Sao Paulo;Palmeiras;1;1;D
Brazil;Serie A;2015;2015-09-27;22:30;Cruzeiro;Coritiba;2;0;H
Brazil;Serie A;2015;2015-09-27;22:30;Sport Recife;Chapecoense-SC;3;0;H
Brazil;Serie A;2015;2015-03-10;22:30;Coritiba;Atletico-MG;0;3;A
Brazil;Serie A;2015;2015-03-10;22:30;Internacional;Sport Recife;2;1;H
Brazil;Serie A;2015;2015-04-10;01:00;Sao Paulo;Atletico-PR;1;0;H
Brazil;Serie A;2015;2015-04-10;15:00;Avai;Vasco;1;1;D
Brazil;Serie A;2015;2015-04-10;15:00;Flamengo RJ;Joinville;2;0;H
Brazil;Serie A;2015;2015-04-10;20:00;Cruzeiro;Gremio;0;0;D
Brazil;Serie A;2015;2015-04-10;20:00;Goias;Figueirense;2;3;A
Brazil;Serie A;2015;2015-04-10;20:00;Ponte Preta;Corinthians;2;2;D
Brazil;Serie A;2015;2015-04-10;20:00;Santos;Fluminense;3;1;H
Brazil;Serie A;2015;2015-04-10;22:30;Chapecoense-SC;Palmeiras;5;1;H
Brazil;Serie A;2015;2015-10-14;23:30;Atletico-MG;Internacional;2;1;H
Brazil;Serie A;2015;2015-10-14;23:30;Sport Recife;Avai;3;0;H
Brazil;Serie A;2015;2015-10-15;01:00;Figueirense;Flamengo RJ;3;0;H
Brazil;Serie A;2015;2015-10-15;01:00;Joinville;Coritiba;3;1;H
Brazil;Serie A;2015;2015-10-15;01:00;Palmeiras;Ponte Preta;0;1;A
Brazil;Serie A;2015;2015-10-15;02:00;Atletico-PR;Cruzeiro;2;2;D
Brazil;Serie A;2015;2015-10-15;02:00;Fluminense;Sao Paulo;2;0;H
Brazil;Serie A;2015;2015-10-15;23:30;Corinthians;Goias;3;0;H
Brazil;Serie A;2015;2015-10-15;23:30;Vasco;Chapecoense-SC;1;1;D
Brazil;Serie A;2015;2015-10-16;01:00;Gremio;Santos;1;0;H
Brazil;Serie A;2015;2015-10-17;22:30;Avai;Palmeiras;1;3;A
Brazil;Serie A;2015;2015-10-18;01:00;Joinville;Figueirense;1;0;H
Brazil;Serie A;2015;2015-10-18;14:00;Cruzeiro;Fluminense;2;0;H
Brazil;Serie A;2015;2015-10-18;14:00;Ponte Preta;Coritiba;3;0;H
