Empresa;CodClasseImobilizado;CodImobilizadoImobilizado;CodSBN;DescricaoImobilizado;CodigoDenominacaoImobilizado;CodClienteRecebMercadoria;LocalInstalacao;TextoImobilizado;DtIncorporacao;Qtd;UnidadeMedida0;UnidadeMedida1;QtdRetroativa;UnidadeMedida2;NumeroInventario;NumeroSerieChassi;CentroCusto;NomCetro;CodigoCentro;CodigoEspecie;DescricaoEspecie;OrdemInvestimento;ElementoPEP;DtDesativacao;ImobilizadoOrigem;SubNumeroIEA;ValorArquisicaoAtual;CodigoMoeda;ValorDepreciacaoAtual;CodigoMoeda1;ValorContabilAtual;CodigoMoeda2
1001;2300;230000001550;0;VASILHAMES P20;001-132211-157433-0;0000000000;;VASILHAMES P20;24.04.2010;128,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;48.113,07;BRL;38.957,03-;BRL;9.156,04;BRL
1001;2300;230000001551;0;VASILHAMES P20 PIT STOP;001-132211-157709-0;0000000000;;VASILHAMES P20 PIT STOP;04.07.2010;50,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;25.458,11;BRL;20.197,70-;BRL;5.260,41;BRL
1001;2300;230000001552;0;VASILHAMES P20;001-132211-157759-0;0000000000;;VASILHAMES P20;07.04.2010;89,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;34.552,02;BRL;28.541,88-;BRL;6.010,14;BRL
1001;2300;230000001558;0;VASILHAMES P20 PIT STOP;001-132211-158039-0;0000000000;;VASILHAMES P20 PIT STOP;23.06.2010;50,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;25.838,25;BRL;20.403,28-;BRL;5.434,97;BRL
1001;2300;230000001562;0;VASILHAMES P20 PIT STOP;001-132211-158422-0;0000000000;;VASILHAMES P20 PIT STOP;23.06.2010;62,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;29.780,72;BRL;23.767,64-;BRL;6.013,08;BRL
1001;2300;230000001656;0;VASILHAMES P20;001-132211-160158-0;0000000000;;VASILHAMES P20;23.11.2010;23,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;7.573,38;BRL;5.853,83-;BRL;1.719,55;BRL
1001;2300;230000001681;0;VASILHAMES P20;001-132211-160836-0;0000000000;;VASILHAMES P20;22.11.2010;100,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;32.927,73;BRL;25.453,46-;BRL;7.474,27;BRL
1001;2300;230000001686;0;VASILHAMES P20 PIT STOP;001-132211-161125-0;0000000000;;VASILHAMES P20 PIT STOP;25.07.2010;18,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;230000001576;0;9.231,26;BRL;7.275,73-;BRL;1.955,53;BRL
1001;2300;230000001692;0;VASILHAMES P20;001-132211-161806-0;0000000000;;VASILHAMES P20;02.11.2011;150,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;61.593,23;BRL;42.971,27-;BRL;18.621,96;BRL
1001;2300;230000001740;0;VASILHAMES P20 PIT STOP;001-132211-162318-0;0000000000;;VASILHAMES P20 PIT STOP;05.09.2010;50,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;25.458,11;BRL;19.798,79-;BRL;5.659,32;BRL
1001;2300;230000001805;0;VASILHAMES P20;001-132211-163334-0;0000000000;;VASILHAMES P20;18.11.2010;49,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;16.228,68;BRL;12.547,30-;BRL;3.681,38;BRL
1001;2300;230000001836;0;VASILHAMES P20;001-132211-163730-0;0000000000;;VASILHAMES P20;07.11.2010;200,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;68.831,14;BRL;52.729,42-;BRL;16.101,72;BRL
1001;2300;230000001853;0;VASILHAMES P20;001-132211-164212-0;0000000000;;VASILHAMES P20;19.11.2010;11,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;3.737,75;BRL;2.905,08-;BRL;832,67;BRL
1001;2300;230000001858;0;VASILHAMES P20;001-132211-164500-0;0000000000;;VASILHAMES P20;06.03.2011;200,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;69.822,14;BRL;51.863,38-;BRL;17.958,76;BRL
1001;2300;230000001874;0;VASILHAMES P20;001-132211-164648-0;0000000000;;VASILHAMES P20;18.11.2010;100,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;33.979,57;BRL;26.007,49-;BRL;7.972,08;BRL
1001;2300;230000001914;0;VASILHAMES P20;001-132211-165665-0;0000000000;;VASILHAMES P20;06.03.2011;300,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;104.234,38;BRL;77.474,88-;BRL;26.759,50;BRL
1001;2300;230000001916;0;VASILHAMES P20;001-132211-165669-0;0000000000;;VASILHAMES P20;01.03.2011;44,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;15.224,25;BRL;11.435,87-;BRL;3.788,38;BRL
1001;2300;230000001967;0;VASILHAMES P20;001-132211-167189-0;0000000000;;VASILHAMES P20;05.03.2011;422,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;148.941,24;BRL;108.053,13-;BRL;40.888,11;BRL
1001;2300;230000001974;0;VASILHAMES P20 PIT STOP;001-132211-167427-0;0000000000;;VASILHAMES P20 PIT STOP;23.03.2011;150,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;74.746,09;BRL;55.754,33-;BRL;18.991,76;BRL
1001;2300;230000001992;0;VASILHAMES P20 PIT STOP;001-132211-168081-0;0000000000;;VASILHAMES P20 PIT STOP;02.08.2011;23,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;13.017,48;BRL;9.305,67-;BRL;3.711,81;BRL
1001;2300;230000002014;0;VASILHAMES P20 PIT STOP;001-132211-168460-0;0000000000;;VASILHAMES P20 PIT STOP;26.12.2011;10,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;5.299,70;BRL;3.636,84-;BRL;1.662,86;BRL
1001;2300;230000002078;0;VASILHAMES P20 PIT STOP;001-132211-171157-0;0000000000;;VASILHAMES P20 PIT STOP;04.10.2011;30,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;17.107,04;BRL;12.030,93-;BRL;5.076,11;BRL
1001;2300;230000002079;0;VASILHAMES P20;001-132211-171188-0;0000000000;;VASILHAMES P20;07.11.2011;350,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;127.985,70;BRL;89.243,90-;BRL;38.741,80;BRL
1001;2300;230000002101;0;VASILHAMES P20;001-132211-171786-0;0000000000;;VASILHAMES P20;21.10.2011;350,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;142.566,18;BRL;100.086,86-;BRL;42.479,32;BRL
1001;2300;230000002103;0;VASILHAMES P20;001-132211-171802-0;0000000000;;VASILHAMES P20;02.11.2011;323,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;132.645,29;BRL;92.541,70-;BRL;40.103,59;BRL
1001;2300;230000002107;0;VASILHAMES P20 PIT STOP;001-132211-172194-0;0000000000;;VASILHAMES P20 PIT STOP;02.11.2013;42,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;3.891,72;BRL;2.218,32-;BRL;1.673,40;BRL
1001;2300;230000002109;0;VASILHAMES P45;001-132211-172195-0;0000000000;;VASILHAMES P45;02.11.2013;76,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1045;BOTIJÃO P45;;;00.00.0000;;;7.042,16;BRL;4.014,09-;BRL;3.028,07;BRL
1001;2300;230000002110;0;VASILHAMES P20;001-132211-172197-0;0000000000;;VASILHAMES P20;09.12.2013;25,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;3.075,01;BRL;1.706,12-;BRL;1.368,89;BRL
1001;2300;230000002111;0;VASILHAMES P45;001-132211-172198-0;0000000000;;VASILHAMES P45;09.12.2013;87,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1045;BOTIJÃO P45;;;00.00.0000;;;10.700,99;BRL;5.937,24-;BRL;4.763,75;BRL
1001;2300;230000002116;0;VASILHAMES P20;001-132211-172457-0;0000000000;;VASILHAMES P20;27.10.2011;350,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;139.166,18;BRL;98.636,38-;BRL;40.529,80;BRL
1001;2300;230000002120;0;VASILHAMES P20;001-132211-172568-0;0000000000;;VASILHAMES P20;29.11.2011;288,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;83.512,73;BRL;57.791,69-;BRL;25.721,04;BRL
1001;2300;230000002127;0;VASILHAMES P20;001-132211-172848-0;0000000000;;VASILHAMES P20;02.11.2011;250,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;102.160,42;BRL;71.273,66-;BRL;30.886,76;BRL
1001;2300;230000002133;0;VASILHAMES P20;001-132211-173228-0;0000000000;;VASILHAMES P20;03.11.2011;844,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;230000013963;0;163.014,25;BRL;113.685,94-;BRL;49.328,31;BRL
1001;2300;230000002154;0;VASILHAMES P20;001-132211-173459-0;0000000000;;VASILHAMES P20;01.11.2011;200,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;81.677,64;BRL;56.987,42-;BRL;24.690,22;BRL
1001;2300;230000002155;0;VASILHAMES P20;001-132211-173506-0;0000000000;;VASILHAMES P20;01.04.2012;826,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;323.987,45;BRL;216.606,08-;BRL;107.381,37;BRL
1001;2300;230000002162;0;VASILHAMES P45;001-132211-173691-0;0000000000;;VASILHAMES P45;13.03.2012;3,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1045;BOTIJÃO P45;;;00.00.0000;;;1.136,41;BRL;765,98-;BRL;370,43;BRL
1001;2300;230000002163;0;VASILHAMES P20;001-132211-173841-0;0000000000;;VASILHAMES P20;21.11.2011;694,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;214.709,41;BRL;148.565,26-;BRL;66.144,15;BRL
1001;2300;230000002165;0;VASILHAMES P20;001-132211-173906-0;0000000000;;VASILHAMES P20;13.12.2011;5,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;2.525,00;BRL;1.745,22-;BRL;779,78;BRL
1001;2300;230000002173;0;VASILHAMES P45;001-132211-174168-0;0000000000;;VASILHAMES P45;09.03.2012;23,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1045;BOTIJÃO P45;;;00.00.0000;;;9.318,74;BRL;6.284,12-;BRL;3.034,62;BRL
1001;2300;230000002175;0;VASILHAMES P20;001-132211-174184-0;0000000000;;VASILHAMES P20;01.04.2012;826,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;322.478,86;BRL;215.649,10-;BRL;106.829,76;BRL
1001;2300;230000002196;0;VASILHAMES P20;001-132211-175009-0;0000000000;;VASILHAMES P20;01.04.2012;826,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;322.698,76;BRL;215.643,47-;BRL;107.055,29;BRL
1001;2300;230000002197;0;VASILHAMES P20 PIT STOP;001-132211-175032-0;0000000000;;VASILHAMES P20 PIT STOP;03.06.2012;20,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;11.140,90;BRL;7.326,89-;BRL;3.814,01;BRL
1001;2300;230000002201;0;VASILHAMES P20 PIT STOP;001-132211-175098-0;0000000000;;VASILHAMES P20 PIT STOP;25.10.2012;20,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;10.033,26;BRL;6.351,62-;BRL;3.681,64;BRL
1001;2300;230000002202;0;VASILHAMES P20;001-132211-175099-0;0000000000;;VASILHAMES P20;25.10.2012;50,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;7.500,00;BRL;4.747,98-;BRL;2.752,02;BRL
1001;2300;230000002207;0;VASILHAMES P20;001-132211-175195-0;0000000000;;VASILHAMES P20;23.03.2012;826,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;253.150,00;BRL;169.436,35-;BRL;83.713,65;BRL
1001;2300;230000002217;0;VASILHAMES P20 PIT STOP;001-132211-175950-0;0000000000;;VASILHAMES P20 PIT STOP;10.08.2012;150,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;71.679,45;BRL;46.282,99-;BRL;25.396,46;BRL
1001;2300;230000002224;0;VASILHAMES P20 PIT STOP;001-132211-175993-0;0000000000;;VASILHAMES P20 PIT STOP;03.06.2012;10,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;6.170,00;BRL;4.056,94-;BRL;2.113,06;BRL
1001;2300;230000002229;0;VASILHAMES P20 PIT STOP;001-132211-176348-0;0000000000;;VASILHAMES P20 PIT STOP;03.06.2012;13,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;7.241,00;BRL;4.762,13-;BRL;2.478,87;BRL
1001;2300;230000002230;0;VASILHAMES P20 PIT STOP;001-132211-176349-0;0000000000;;VASILHAMES P20 PIT STOP;03.06.2012;100,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;55.700,00;BRL;36.631,57-;BRL;19.068,43;BRL
1001;2300;230000002231;0;VASILHAMES P20;001-132211-176435-0;0000000000;;VASILHAMES P20;05.06.2012;30,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;13.658,96;BRL;8.980,79-;BRL;4.678,17;BRL
1001;2300;230000002232;0;VASILHAMES P20 PIT STOP;001-132211-176479-0;0000000000;;VASILHAMES P20 PIT STOP;27.07.2012;30,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;14.318,96;BRL;9.308,05-;BRL;5.010,91;BRL
1001;2300;230000002235;0;VASILHAMES P20;001-132211-176585-0;0000000000;;VASILHAMES P20;01.05.2012;814,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;523.879,92;BRL;344.479,63-;BRL;179.400,29;BRL
1001;2300;230000002241;0;VASILHAMES P20 PIT STOP;001-132211-176782-0;0000000000;;VASILHAMES P20 PIT STOP;03.06.2012;20,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;12.023,80;BRL;7.907,49-;BRL;4.116,31;BRL
1001;2300;230000002244;0;VASILHAMES P20 PIT STOP;001-132211-176871-0;0000000000;;VASILHAMES P20 PIT STOP;25.09.2012;26,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;14.729,58;BRL;9.355,50-;BRL;5.374,08;BRL
1001;2300;230000002267;0;VASILHAMES P20 PIT STOP;001-132211-178024-0;0000000000;;VASILHAMES P20 PIT STOP;05.06.2012;1,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;485,76;BRL;319,39-;BRL;166,37;BRL
1001;2300;230000002268;0;VASILHAMES P20 PIT STOP;001-132211-178049-0;0000000000;;VASILHAMES P20 PIT STOP;25.06.2012;33,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;15.925,24;BRL;10.445,68-;BRL;5.479,56;BRL
1001;2300;230000002269;0;VASILHAMES P20;001-132211-178363-0;0000000000;;VASILHAMES P20;06.06.2012;20,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;10.095,98;BRL;6.583,77-;BRL;3.512,21;BRL
1001;2300;230000002286;0;VASILHAMES P20;001-132211-180573-0;0000000000;;VASILHAMES P20;29.08.2012;44,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;22.440,00;BRL;14.382,39-;BRL;8.057,61;BRL
1001;2300;230000002287;0;VASILHAMES P45;;0000000000;;VASILHAMES P45;29.08.2012;27,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1045;BOTIJÃO P45;;;00.00.0000;;;6.965,99;BRL;4.464,69-;BRL;2.501,30;BRL
1001;2300;230000002288;0;VASILHAMES P20;001-132211-180582-0;0000000000;;VASILHAMES P20;18.09.2012;20,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;13.068,50;BRL;8.353,74-;BRL;4.714,76;BRL
1001;2300;230000002290;0;VASILHAMES P20;001-132211-180660-0;0000000000;;VASILHAMES P20;27.11.2012;130,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;23.400,00;BRL;14.826,51-;BRL;8.573,49;BRL
1001;2300;230000002291;0;VASILHAMES P20;001-132211-180679-0;0000000000;;VASILHAMES P20;20.12.2012;70,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;12.600,00;BRL;7.837,96-;BRL;4.762,04;BRL
1001;2300;230000002295;0;VASILHAMES P20 PIT STOP;001-132211-181111-0;0000000000;;VASILHAMES P20 PIT STOP;05.08.2012;60,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;28.681,82;BRL;18.505,54-;BRL;10.176,28;BRL
1001;2300;230000002308;0;VASILHAMES P20;001-132211-181476-0;0000000000;;VASILHAMES P20;25.07.2013;150,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;52.999,95;BRL;30.839,04-;BRL;22.160,91;BRL
1001;2300;230000002374;0;VASILHAMES P45;001-132211-182830-0;0000000000;;VASILHAMES P45;25.10.2012;1,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1045;BOTIJÃO P45;;;00.00.0000;;;150,00;BRL;94,96-;BRL;55,04;BRL
1001;2300;230000002392;0;VASILHAMES P20;001-132211-183778-0;0000000000;;VASILHAMES P20;25.10.2012;39,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;5.850,00;BRL;3.703,35-;BRL;2.146,65;BRL
1001;2300;230000002393;0;VASILHAMES P20;001-132211-183779-0;0000000000;;VASILHAMES P20;25.10.2012;74,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;11.100,00;BRL;7.026,92-;BRL;4.073,08;BRL
1001;2300;230000002394;0;VASILHAMES P20 PIT STOP;001-132211-183934-0;0000000000;;VASILHAMES P20 PIT STOP;07.11.2012;50,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;24.084,94;BRL;15.144,54-;BRL;8.940,40;BRL
1001;2300;230000002409;0;VASILHAMES P20;001-132211-185131-0;0000000000;;VASILHAMES P20;25.10.2012;125,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;25.000,00;BRL;15.826,48-;BRL;9.173,52;BRL
1001;2300;230000002411;0;VASILHAMES P20 PIT STOP;001-132211-185189-0;0000000000;;VASILHAMES P20 PIT STOP;19.11.2012;100,000;UN;UN;0,000;UN;;;1021228;1021;Adm Central MD;1100;BOTIJÃO P20 - KIT PIT STOP;;;00.00.0000;;;48.258,30;BRL;30.293,85-;BRL;17.964,45;BRL
1001;2300;230000002414;0;VASILHAMES P45;001-132211-185567-0;0000000000;;VASILHAMES P45;13.12.2012;8,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1045;BOTIJÃO P45;;;00.00.0000;;;1.200,00;BRL;747,18-;BRL;452,82;BRL
1001;2300;230000002418;0;VASILHAMES P45;001-132211-185582-0;0000000000;;VASILHAMES P45;21.12.2012;26,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1045;BOTIJÃO P45;;;00.00.0000;;;3.900,00;BRL;2.425,70-;BRL;1.474,30;BRL
1001;2300;230000002419;0;VASILHAMES P45;001-132211-185583-0;0000000000;;VASILHAMES P45;21.12.2012;2,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1045;BOTIJÃO P45;;;00.00.0000;;;300,00;BRL;186,59-;BRL;113,41;BRL
1001;2300;230000002449;0;VASILHAMES P20;001-132211-186229-0;0000000000;;VASILHAMES P20;01.06.2014;116,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;25.399,36;BRL;13.900,82-;BRL;11.498,54;BRL
1001;2300;230000002451;0;VASILHAMES P45;001-132211-186230-0;0000000000;;VASILHAMES P45;01.06.2014;45,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1045;BOTIJÃO P45;;;00.00.0000;;;6.931,80;BRL;3.654,98-;BRL;3.276,82;BRL
1001;2300;230000002457;0;VASILHAMES P20;001-132211-186281-0;0000000000;;VASILHAMES P20;12.09.2014;40,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;16.355,46;BRL;8.280,14-;BRL;8.075,32;BRL
1001;2300;230000002467;0;VASILHAMES P20;001-132211-186373-0;0000000000;;VASILHAMES P20;17.09.2013;200,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;80.796,32;BRL;45.702,04-;BRL;35.094,28;BRL
1001;2300;230000002474;0;VASILHAMES P20;001-132211-186670-0;0000000000;;VASILHAMES P20;02.09.2013;100,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;38.320,55;BRL;21.923,17-;BRL;16.397,38;BRL
1001;2300;230000002487;0;VASILHAMES P45;001-132211-187198-0;0000000000;;VASILHAMES P45;26.12.2012;5,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1045;BOTIJÃO P45;;;00.00.0000;;;750,00;BRL;466,17-;BRL;283,83;BRL
1001;2300;230000002532;0;VASILHAMES P20;001-132211-188816-0;0000000000;;VASILHAMES P20;23.07.2013;120,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;42.399,94;BRL;24.678,73-;BRL;17.721,21;BRL
1001;2300;230000002544;0;VASILHAMES P20;001-132211-189252-0;0000000000;;VASILHAMES P20;05.08.2014;150,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;69.153,14;BRL;34.948,18-;BRL;34.204,96;BRL
1001;2300;230000002545;0;VASILHAMES P20;001-132211-189492-0;0000000000;;VASILHAMES P20;20.08.2013;52,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;47.016,35;BRL;27.233,60-;BRL;19.782,75;BRL
1001;2300;230000002549;0;VASILHAMES P20;001-132211-189781-0;0000000000;;VASILHAMES P20;16.07.2013;320,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;116.126,71;BRL;67.630,49-;BRL;48.496,22;BRL
1001;2300;230000002553;0;VASILHAMES P20;001-132211-189966-0;0000000000;;VASILHAMES P20;05.09.2013;100,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;41.071,63;BRL;23.468,13-;BRL;17.603,50;BRL
1001;2300;230000002577;0;VASILHAMES P20;001-132211-190210-0;0000000000;;VASILHAMES P20;04.08.2014;150,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;55.496,10;BRL;28.303,52-;BRL;27.192,58;BRL
1001;2300;230000002586;0;VASILHAMES P45;001-132211-190267-0;0000000000;;VASILHAMES P45;08.04.2015;200,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1045;BOTIJÃO P45;;;00.00.0000;;;30.000,00;BRL;13.714,27-;BRL;16.285,73;BRL
1001;2300;230000002587;0;VASILHAMES P45;001-132211-190268-0;0000000000;;VASILHAMES P45;08.04.2015;100,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1045;BOTIJÃO P45;;;00.00.0000;;;15.000,00;BRL;6.857,13-;BRL;8.142,87;BRL
1001;2300;230000002593;0;VASILHAMES P20;001-132211-190610-0;0000000000;;VASILHAMES P20;19.08.2013;200,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;83.720,58;BRL;48.239,75-;BRL;35.480,83;BRL
1001;2300;230000002610;0;VASILHAMES P20;001-132211-190730-0;0000000000;;VASILHAMES P20;14.08.2013;100,000;UN;UN;0,000;UN;;;1021130;1021;Adm Central MD;1020;BOTIJÃO P20;;;00.00.0000;;;40.018,82;BRL;23.078,31-;BRL;16.940,51;BRL
